,oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,display,memory_card_slot
1870,alcatel,Pixi 3 (4.5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, May",132.2 x 65.1 x 10 mm (5.20 x 2.56 x 0.39 in),125 g (4.41 oz),"Single SIM or Dual SIM (dual stand-by)Mini-SIM (3G model), Micro-SIM (4G model)","TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~64.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1871,alcatel,Pixi 3 (4),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, March",121.3 x 64.2 x 11.6 mm (4.78 x 2.53 x 0.46 in),110 g (3.88 oz),"Single SIM or Dual SIM (dual stand-by)Mini-SIM (3G model), Micro-SIM (4G model)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1872,alcatel,Pixi 3 (3.5) Firefox,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, May",112.2 x 62 x 11.9 mm (4.42 x 2.44 x 0.47 in),98 g (3.46 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1873,alcatel,Pixi 3 (3.5),GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, February",112.2 x 62 x 11.9 mm (4.42 x 2.44 x 0.47 in),100 g (3.53 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1874,alcatel,Pop D3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, August","Available. Released 2014, September",121.6 x 64.4 x 12.1 mm (4.79 x 2.54 x 0.48 in),114 g (4.02 oz),Micro-SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm (~58.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1875,alcatel,Pop D1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, August","Available. Released 2014, September",112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in),101 g (3.56 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1876,alcatel,Pop Icon,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2014, October",141 x 72.1 x 9.9 mm (5.55 x 2.84 x 0.39 in),149 g (5.26 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1877,alcatel,Fire C 2G,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,"2014, October","Available. Released 2014, October",112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in),93 g (3.28 oz),Dual SIM (dual stand-by),"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1878,alcatel,Pop 2 (5) Premium,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2015, May",141 x 71.5 x 8.9 mm (5.55 x 2.81 x 0.35 in),151 g (5.33 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1879,alcatel,Pop 2 (5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2014, September","Available. Released 2015, May",141 x 71.5 x 9.7 mm (5.55 x 2.81 x 0.38 in),170 g (6.00 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1880,alcatel,Pop 2 (4),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2015, May",121.5 x 64.4 x 12.4 mm (4.78 x 2.54 x 0.49 in),125 g (4.41 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1881,alcatel,Pop 2 (4.5) Dual SIM,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - 5042D, 5042E (SIM 1, SIM 2)",Yes,Yes,"2014, September","Available. Released 2014, December",132.5 x 65.4 x 9.9 mm (5.22 x 2.57 x 0.39 in),147 g (5.19 oz),"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~64.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1882,alcatel,Pop 2 (4.5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all models,Yes,Yes,"2014, September","Available. Released 2014, December",132.5 x 65.4 x 10 mm (5.22 x 2.57 x 0.39 in),147 g (5.19 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~64.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1883,alcatel,Fierce 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, August","Available. Released 2014, September",141 x 71.9 x 9.9 mm (5.55 x 2.83 x 0.39 in),149.1 g (5.26 oz),Micro-SIM,"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1884,alcatel,Evolve 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, October","Available. Released 2014, October",121.6 x 64.5 x 11.7 mm (4.79 x 2.54 x 0.46 in),121.1 g (4.27 oz),Micro-SIM,"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1885,alcatel,Pop 8S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2014, December",209 x 128 x 7.2 mm (8.23 x 5.04 x 0.28 in),327 g (11.53 oz),Micro-SIM,IPS LCD capacitive touchscreen,"8.0 inches, 185.6 cm (~69.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1886,alcatel,Hero 8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2014, December",209 x 122 x 7.3 mm (8.23 x 4.80 x 0.29 in),310 g (10.93 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm (~72.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1887,alcatel,Hero 2,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - 8030B, 8030Y",Yes,Yes,"2014, September","Available. Released 2014, September",160.5 x 81.6 x 7.9 mm (6.32 x 3.21 x 0.31 in),175 g (6.17 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~75.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1888,alcatel,Pixi 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, May","Available. Released 2014, May",112.5 x 62 x 12 mm (4.43 x 2.44 x 0.47 in),100 g (3.53 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1889,alcatel,Pop D5,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, August","Available. Released 2014, September",132.5 x 67.9 x 10 mm (5.22 x 2.67 x 0.39 in),150 g (5.29 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~62.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1890,alcatel,Pop C2,GSM / HSPA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - 4032D, 4032E",Yes,Yes,"2014, July","Available. Released 2014, July",122 x 64.4 x 12 mm (4.80 x 2.54 x 0.47 in),116 g (4.09 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1891,alcatel,2012,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,,2014,Available. Released 2014,107 x 53.7 x 14 mm (4.21 x 2.11 x 0.55 in),98 g (3.46 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.8 inches, 24.3 cm (~42.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
1892,alcatel,2010,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,,2014,Available. Released 2014,106 x 52.5 x 13.6 mm (4.17 x 2.07 x 0.54 in),95 g (3.35 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm (~32.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1893,alcatel,2052,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,2014,Available. Released 2014,108.5 x 44.8 x 13 mm (4.27 x 1.76 x 0.51 in),74 g (2.61 oz),Mini-SIM,TFT,"1.8 inches, 10.2 cm (~21.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,"microSD, up to 32 GB (dedicated slot)"
1894,alcatel,2040,GSM,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Class 12,No,2014,Available. Released 2014,123.4 x 51.5 x 12.4 mm (4.86 x 2.03 x 0.49 in),77.9 g (2.75 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm (~28.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1895,alcatel,2005,GSM,GSM 850 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,No,2014,Available. Released 2014,120 x 50 x 10 mm (4.72 x 1.97 x 0.39 in),85 g (3.00 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm (~29.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
1896,alcatel,Pop S9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2014, February","Available. Released 2014, Q2",162.4 x 84.4 x 8.6 mm (6.39 x 3.32 x 0.34 in),182 g (6.42 oz),Single SIM or Dual SIM (dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm (~70.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~249 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1897,alcatel,Pop S7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q2",141 x 72 x 9.4 mm (5.55 x 2.83 x 0.37 in),162 g (5.71 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1898,alcatel,Pop S3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q2",123 x 64.4 x 9.9 mm (4.84 x 2.54 x 0.39 in),130 g (4.59 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~57.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1899,alcatel,Fire 7,No cellular connectivity,,No,No,"2014, February","Available. Released 2014, Q2",-,285 g (10.05 oz),No,Capacitive touchscreen,"7.0 inches, 135.1 cm","540 x 960 pixels, 16:9 ratio (~157 ppi density)",,"microSD, up to 64 GB"
1900,alcatel,Fire S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February",Cancelled,129.5 x 63.5 x 8.5 mm (5.10 x 2.5 x 0.33 in),126 g (4.44 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~67.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1901,alcatel,Fire E,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q3",129 x 63.5 x 8.2 mm (5.08 x 2.5 x 0.32 in),103 g (3.63 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~68.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1902,alcatel,Fire C,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q2",112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in),100 g (3.53 oz),Micro-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1903,alcatel,Idol 2 S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, June",136.5 x 69.7 x 7.5 mm (5.37 x 2.74 x 0.30 in),126 g (4.44 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~72.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1904,alcatel,Idol 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q2",136 x 70 x 7.3 mm (5.35 x 2.76 x 0.29 in),128 g (4.52 oz),Single SIM or Dual SIM (dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~72.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 32 GB (dedicated slot) - single-SIM model"
1905,alcatel,Idol 2 Mini S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, June",129.5 x 63.5 x 8.5 mm (5.10 x 2.5 x 0.33 in),116 g (4.09 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~67.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1906,alcatel,Idol 2 Mini,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2014, February","Available. Released 2014, Q2",129 x 63.5 x 7.9 mm (5.08 x 2.5 x 0.31 in),110 g (3.88 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~68.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot) - single-SIM model"
1907,alcatel,Pop Fit,GSM / HSPA,GSM 900 / 1800 - 4002X,Yes,Yes,"2014, February",Cancelled,97 x 56.2 x 12 mm (3.82 x 2.21 x 0.47 in),78 g (2.75 oz),Yes,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm (~44.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1908,alcatel,2001,GSM,GSM 850 / 1900 - 2001A,Yes,No,"2013, November. Released 2013, November",Discontinued,112 x 61.5 x 12.8 mm (4.41 x 2.42 x 0.50 in),89 g (3.14 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 16 GB (dedicated slot)"
1909,alcatel,2000,GSM,GSM 900 / 1800 - 2000X,Yes,No,"2013, November. Released 2013, November",Discontinued,112 x 61.5 x 12.8 mm (4.41 x 2.42 x 0.50 in),89 g (3.14 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 16 GB (dedicated slot)"
1910,alcatel,Idol X+,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),Yes,Yes,"2014, January. Released 2014, Q2",Discontinued,140.4 x 69.1 x 7.9 mm (5.53 x 2.72 x 0.31 in),125 g (4.41 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~71.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,microSD (Single SIM model only)
1911,alcatel,Pop C9,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2014, January. Released 2014, June",Discontinued,151 x 77.5 x 9.5 mm (5.94 x 3.05 x 0.37 in),189 g (6.67 oz),"Dual SIM, (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~200 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1912,alcatel,Fierce,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, September","Available. Released 2013, October",130.3 x 67 x 9 mm (5.13 x 2.64 x 0.35 in),130 g (4.59 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~63.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1913,alcatel,Evolve,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, September","Available. Released 2013, October",121.5 x 64 x 11.8 mm (4.78 x 2.52 x 0.46 in),136.5 g (4.83 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1914,alcatel,Pop C7,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2013, September","Available. Released 2014, April",141 x 71.8 x 9.9 mm (5.55 x 2.83 x 0.39 in),162 g (5.71 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1915,alcatel,Pop C5,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2013, September","Available. Released 2013, December",131.5 x 67.9 x 11.5 mm (5.18 x 2.67 x 0.45 in),157 g (5.54 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~62.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1916,alcatel,Pop C3,GSM / HSPA,"GSM 850 / 900 / 1800 / 1900 - 4033A, 4033E",Yes,Yes,"2013, September","Available. Released 2014, March",122 x 64.4 x 12 mm (4.80 x 2.54 x 0.47 in),110 g (3.88 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1917,alcatel,Pop C1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2013, September","Available. Released 2014, March",112.5 x 62 x 12 mm (4.43 x 2.44 x 0.47 in),100 g (3.53 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1918,alcatel,Idol Alpha,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, September","Available. Released 2014, June",138 x 66.6 x 7.5 mm (5.43 x 2.62 x 0.30 in),117.4 g (4.16 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~66.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,No
1919,alcatel,Hero,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, September","Available. Released 2014, January",158.5 x 80.6 x 8.5 mm (6.24 x 3.17 x 0.33 in),177.6 g (6.24 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~77.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",,"microSD, up to 32 GB (dedicated slot) - single-SIM model"
1920,alcatel,Idol S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, August","Available. Released 2013, December",133.5 x 66.8 x 7.4 mm (5.26 x 2.63 x 0.29 in),110 g (3.88 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~68.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1921,alcatel,Idol Mini,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - all versions,Yes,Yes,"2013, August","Available. Released 2013, December",127.1 x 62 x 7.9 mm (5.00 x 2.44 x 0.31 in),96 g (3.39 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm (~64.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~228 ppi density)",,"microSD, up to 32 GB (dedicated slot) - single-SIM model"
1922,alcatel,One Touch T10,No cellular connectivity,,No,No,"2013, Q2","Available. Released 2013, Q2",192 x 117.6 x 11.3 mm (7.56 x 4.63 x 0.44 in),340 g (11.99 oz),No,TFT capacitive touchscreen,"7.0 inches, 139.5 cm (~61.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1923,alcatel,One Touch Snap LTE,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, February. Released 2013, July",Discontinued,134 x 69.6 x 10.9 mm (5.28 x 2.74 x 0.43 in),-,Micro-SIM,"Capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm (~63.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~211 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1924,alcatel,One Touch Pixi,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, August","Available. Released 2013, August",115 x 62.3 x 12.2 mm (4.53 x 2.45 x 0.48 in),118 g (4.16 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT touchscreen, 256K colors","3.5 inches, 36.5 cm (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
1925,alcatel,One Touch Snap,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2013, February. Released 2013, June",Discontinued,130.3 x 67 x 9 mm (5.13 x 2.64 x 0.35 in),-,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~63.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
